"","anime_name","user_id","overall_rating","review_date"
"538","Tokyo Revengers","prithvi__kun","
        Overall Rating:
        9
      ","Sep 7, 2021"
"539","B-gata H-kei","Stalin_supporter","
        Overall Rating:
        8
      ","Sep 7, 2021"
"540","Re:Creators","izzes","
        Overall Rating:
        8
      ","Sep 7, 2021"
"541","Girls & Panzer","Stalin_supporter","
        Overall Rating:
        10
      ","Sep 7, 2021"
"542","Heion Sedai no Idaten-tachi","bullhugger","
        Overall Rating:
        8
      ","Sep 7, 2021"
"543","Evangelion: 2.0 You Can (Not) Advance","02_RK","
        Overall Rating:
        9
      ","Sep 7, 2021"
"544","Genjitsu Shugi Yuusha no Oukoku Saikenki","idotasdaw","
        Overall Rating:
        1
      ","Sep 7, 2021"
"545","Kimetsu no Yaiba","leofret","
        Overall Rating:
        10
      ","Sep 7, 2021"
"546","Sword Art Online","leofret","
        Overall Rating:
        8
      ","Sep 7, 2021"
"547","Fate/stay night Movie: Heaven's Feel - III. Spring Song","Raptor97","
        Overall Rating:
        10
      ","Sep 7, 2021"
"548","Tropical-Rouge! Precure","cevichecee","
        Overall Rating:
        5
      ","Sep 7, 2021"
"549","Scrapped Princess","Resting_Bonfire","
        Overall Rating:
        5
      ","Sep 7, 2021"
"550","Sword Art Online: Alicization","Terrordactylll","
        Overall Rating:
        6
      ","Sep 7, 2021"
"551","Akame ga Kill!","XenonXYZ","
        Overall Rating:
        2
      ","Sep 7, 2021"
"552","Sword Art Online II","Terrordactylll","
        Overall Rating:
        8
      ","Sep 7, 2021"
"553","Sword Art Online","Terrordactylll","
        Overall Rating:
        9
      ","Sep 7, 2021"
"554","Re:Zero kara Hajimeru Isekai Seikatsu","SpectreHub","
        Overall Rating:
        10
      ","Sep 7, 2021"
"555","Kimi no Suizou wo Tabetai","katsucats","
        Overall Rating:
        6
      ","Sep 6, 2021"
"556","Josee to Tora to Sakana-tachi","katsucats","
        Overall Rating:
        6
      ","Sep 6, 2021"
"557","Devilman: Crybaby","powermonkey0110","
        Overall Rating:
        2
      ","Sep 6, 2021"
"558","Detarame Rock & Roll Theory","AlexPaulLEWZ","
        Overall Rating:
        10
      ","Sep 6, 2021"
"559","Howl no Ugoku Shiro","Terrordactylll","
        Overall Rating:
        7
      ","Sep 6, 2021"
"560","Evangelion: 3.0+1.0 Thrice Upon a Time","VeiledEdge","
        Overall Rating:
        2
      ","Sep 6, 2021"
"561","Girls & Panzer","Terrordactylll","
        Overall Rating:
        9
      ","Sep 6, 2021"
"562","Death Note","Terrordactylll","
        Overall Rating:
        10
      ","Sep 6, 2021"
"563","Trust","AlexPaulLEWZ","
        Overall Rating:
        10
      ","Sep 6, 2021"
"564","Keijo!!!!!!!!","Xx_Arashi_xX","
        Overall Rating:
        8
      ","Sep 6, 2021"
"565","Kimi no Na wa.","Narzik246","
        Overall Rating:
        10
      ","Sep 6, 2021"
"566","Re-Main","ducki33","
        Overall Rating:
        8
      ","Sep 6, 2021"
"567","Kimetsu no Yaiba","Zastela","
        Overall Rating:
        2
      ","Sep 6, 2021"
"568","Kimagure Orange<U+2606>Road: Ano Hi ni Kaeritai","Kyosuke69","
        Overall Rating:
        8
      ","Sep 6, 2021"
"569","Code Geass: Hangyaku no Lelouch","Terrordactylll","
        Overall Rating:
        9
      ","Sep 6, 2021"
"570","Kimetsu no Yaiba Movie: Mugen Ressha-hen","Ezekiel","
        Overall Rating:
        4
      ","Sep 6, 2021"
"571","Blood-C","Justpeachy0909","
        Overall Rating:
        7
      ","Sep 6, 2021"
"572","Angel Beats!","Terrordactylll","
        Overall Rating:
        8
      ","Sep 6, 2021"
"573","Horimiya","Sadboy74","
        Overall Rating:
        7
      ","Sep 6, 2021"
"574","Shokugeki no Souma","Daboze","
        Overall Rating:
        10
      ","Sep 6, 2021"
"575","Aria the Animation","DeathlyPi9","
        Overall Rating:
        8
      ","Sep 6, 2021"
"576","Angel Beats!","DeathlyPi9","
        Overall Rating:
        9
      ","Sep 6, 2021"
"577","Date A Live","LiberNetiz","
        Overall Rating:
        7
      ","Sep 6, 2021"
"578","Edens Zero","vikkikat","
        Overall Rating:
        6
      ","Sep 6, 2021"
"579","Amagami SS","bobdagreat","
        Overall Rating:
        8
      ","Sep 6, 2021"
"580","JoJo no Kimyou na Bouken Part 5: Ougon no Kaze","imsomeone","
        Overall Rating:
        8
      ","Sep 6, 2021"
"581","Seirei Gensouki","jvatycom","
        Overall Rating:
        6
      ","Sep 6, 2021"
"582","86","Pixeldrum","
        Overall Rating:
        6
      ","Sep 6, 2021"
"583","Domestic na Kanojo","dividale","
        Overall Rating:
        3
      ","Sep 6, 2021"
"584","Kaizoku Oujo","Kersan","
        Overall Rating:
        6
      ","Sep 6, 2021"
"585","Iya na Kao sare nagara Opantsu Misete Moraitai","kflm2014","
        Overall Rating:
        10
      ","Sep 6, 2021"
"586","Kaizoku Oujo","Hambrone","
        Overall Rating:
        10
      ","Sep 6, 2021"
"587","Bleach","Alirezannz","
        Overall Rating:
        10
      ","Sep 6, 2021"
"588","Pokemon","Alex_Jaro","
        Overall Rating:
        8
      ","Sep 6, 2021"
"589","Shigatsu wa Kimi no Uso","dars809","
        Overall Rating:
        8
      ","Sep 6, 2021"
"590","Kyoukaisenjou no Horizon II","GREED_Adherent","
        Overall Rating:
        8
      ","Sep 6, 2021"
"591","Shingeki no Kyojin","Henunun","
        Overall Rating:
        7
      ","Sep 6, 2021"
"592","Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season","TabbyLamby","
        Overall Rating:
        10
      ","Sep 6, 2021"
"593","Kanojo, Okarishimasu","TabbyLamby","
        Overall Rating:
        6
      ","Sep 6, 2021"
"594","Shiguang Dailiren","Yuri_Cobaia","
        Overall Rating:
        10
      ","Sep 6, 2021"
"595","Ansatsu Kyoushitsu 2nd Season","TabbyLamby","
        Overall Rating:
        9
      ","Sep 6, 2021"
"596","Dr. Stone","Henunun","
        Overall Rating:
        9
      ","Sep 6, 2021"
"597","Shiguang Dailiren","Rance-sama","
        Overall Rating:
        6
      ","Sep 6, 2021"
"598","Evangelion: 3.0+1.0 Thrice Upon a Time","Hashiriya_weeb87","
        Overall Rating:
        4
      ","Sep 6, 2021"
"599","Puchi Pri*Yucie","VanVeleca","
        Overall Rating:
        5
      ","Sep 6, 2021"
"600","Kyoukaisenjou no Horizon","GREED_Adherent","
        Overall Rating:
        8
      ","Sep 6, 2021"
"601","Initial D First Stage","jonaswood1999","
        Overall Rating:
        10
      ","Sep 6, 2021"
"602","Gabriel DropOut","MrRumpleDink","
        Overall Rating:
        10
      ","Sep 6, 2021"
"603","Aldnoah.Zero","MrRumpleDink","
        Overall Rating:
        8
      ","Sep 6, 2021"
"604","Darling in the FranXX","Amysel_JinkusuP","
        Overall Rating:
        8
      ","Sep 6, 2021"
"605","Shugo Chara!","Henunun","
        Overall Rating:
        3
      ","Sep 6, 2021"
"606","Genjitsu Shugi Yuusha no Oukoku Saikenki","WorthOfPoint","
        Overall Rating:
        3
      ","Sep 6, 2021"
"607","Ao Haru Ride","Henunun","
        Overall Rating:
        5
      ","Sep 6, 2021"
"608","Tantei wa Mou, Shindeiru.","hzqzlqr9","
        Overall Rating:
        5
      ","Sep 6, 2021"
"609","Great Pretender","inUrAss","
        Overall Rating:
        7
      ","Sep 6, 2021"
"610","Deatte 5-byou de Battle","ZaneVsk","
        Overall Rating:
        5
      ","Sep 6, 2021"
"611","Netoge no Yome wa Onnanoko ja Nai to Omotta?","DeathlyPi9","
        Overall Rating:
        5
      ","Sep 6, 2021"
"612","Golden Time","Hail_Lelouch","
        Overall Rating:
        8
      ","Sep 6, 2021"
"613","Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV)","Hail_Lelouch","
        Overall Rating:
        8
      ","Sep 6, 2021"
"614","Evangelion: 1.0 You Are (Not) Alone","02_RK","
        Overall Rating:
        8
      ","Sep 6, 2021"
"615","3-gatsu no Lion","narutoramenpan","
        Overall Rating:
        10
      ","Sep 6, 2021"
"616","Fullmetal Alchemist: Brotherhood","SotoPapa","
        Overall Rating:
        5
      ","Sep 6, 2021"
"617","The God of High School","Ryoomi","
        Overall Rating:
        6
      ","Sep 6, 2021"
"618","Shiguang Dailiren","purplepod","
        Overall Rating:
        10
      ","Sep 6, 2021"
"619","Binan Koukou Chikyuu Boueibu LOVE!","hbaby1093","
        Overall Rating:
        6
      ","Sep 6, 2021"
"620","Shingeki no Kyojin Season 2","mramirezh","
        Overall Rating:
        4
      ","Sep 6, 2021"
"621","Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II OVA","Decaffeinated_","
        Overall Rating:
        2
      ","Sep 6, 2021"
"622","Araburu Kisetsu no Otome-domo yo.","wxyr55","
        Overall Rating:
        6
      ","Sep 6, 2021"
"623","Aiura","Ahiru229","
        Overall Rating:
        2
      ","Sep 6, 2021"
"624","Cider no You ni Kotoba ga Wakiagaru","Anonymous_Dikdik","
        Overall Rating:
        5
      ","Sep 6, 2021"
"625","Xian Wang de Richang Shenghuo","mcdoodle","
        Overall Rating:
        6
      ","Sep 6, 2021"
"626","Fumetsu no Anata e","Abedulrahman","
        Overall Rating:
        4
      ","Sep 6, 2021"
"627","JoJo no Kimyou na Bouken Part 3: Stardust Crusaders","Alex_Jaro","
        Overall Rating:
        8
      ","Sep 6, 2021"
"628","Scarlet Nexus","i-like-this","
        Overall Rating:
        1
      ","Sep 6, 2021"
"629","Gokukoku no Brynhildr","thejohnnie","
        Overall Rating:
        4
      ","Sep 6, 2021"
"630","One Piece","Konrad95","
        Overall Rating:
        7
      ","Sep 6, 2021"
"631","Revisions","Brent_Anime","
        Overall Rating:
        10
      ","Sep 6, 2021"
"632","Darling in the FranXX","UrMisaa2473","
        Overall Rating:
        9
      ","Sep 6, 2021"
"633","Inu x Boku SS","Sugi-usa","
        Overall Rating:
        5
      ","Sep 6, 2021"
"634","Tokyo Revengers","thebrownpanther","
        Overall Rating:
        7
      ","Sep 6, 2021"
"635","Koi to Yobu ni wa Kimochi Warui","Kay_90","
        Overall Rating:
        7
      ","Sep 6, 2021"
"636","Space<U+2606>Dandy","CharlesDeGaulle","
        Overall Rating:
        8
      ","Sep 6, 2021"
"637","Mononoke","CharlesDeGaulle","
        Overall Rating:
        9
      ","Sep 6, 2021"
"638","No Game No Life","PiereDelecto","
        Overall Rating:
        8
      ","Sep 6, 2021"
"639","Goblin Slayer","BigAnimeGuy","
        Overall Rating:
        2
      ","Sep 6, 2021"
"640","High School DxD","CestechOfficial","
        Overall Rating:
        8
      ","Sep 6, 2021"
"641","Clannad: After Story","BigAnimeGuy","
        Overall Rating:
        10
      ","Sep 6, 2021"
"642","Initial D First Stage","BigAnimeGuy","
        Overall Rating:
        10
      ","Sep 5, 2021"
"643","Liz to Aoi Tori","chumiichan","
        Overall Rating:
        10
      ","Sep 5, 2021"
"644","Shuumatsu no Walküre","badboymaniac","
        Overall Rating:
        9
      ","Sep 5, 2021"
"645","Akame ga Kill!","NotZerno","
        Overall Rating:
        3
      ","Sep 5, 2021"
"646","Steins;Gate","Fibrodysplasia","
        Overall Rating:
        10
      ","Sep 5, 2021"
"647","Ore dake Haireru Kakushi Dungeon","NotZerno","
        Overall Rating:
        3
      ","Sep 5, 2021"
"648","Princess Tutu","literaturenerd","
        Overall Rating:
        8
      ","Sep 5, 2021"
"649","Toilet no Hanako-san vs Kukkyou Taimashi","badboymaniac","
        Overall Rating:
        2
      ","Sep 5, 2021"
"650","Gokushufudou","vodkaproblems","
        Overall Rating:
        4
      ","Sep 5, 2021"
"651","Wonder Egg Priority","BadSeedDan","
        Overall Rating:
        9
      ","Sep 5, 2021"
"652","Fruits Basket: The Final","brainrotjelly","
        Overall Rating:
        10
      ","Sep 5, 2021"
"653","School Days","Shrimplette_","
        Overall Rating:
        8
      ","Sep 5, 2021"
"654","Gundam: G no Reconguista","WaywardScythe","
        Overall Rating:
        5
      ","Sep 5, 2021"
"655","Touhokutou, Juunana no Sora","Wolfgang_B","
        Overall Rating:
        7
      ","Sep 5, 2021"
"656","Neon Genesis Evangelion","Alvin2110","
        Overall Rating:
        10
      ","Sep 5, 2021"
"657","Esper Bishoujo Manami","TRUETRUESOMIDOMG","
        Overall Rating:
        1
      ","Sep 5, 2021"
"658","Akame ga Kill!","Mikudo","
        Overall Rating:
        9
      ","Sep 5, 2021"
"659","Yoru wa Mijikashi Arukeyo Otome","thestarsailor","
        Overall Rating:
        10
      ","Sep 5, 2021"
"660","Samurai Champloo","Alvin2110","
        Overall Rating:
        8
      ","Sep 5, 2021"
"661","Clannad: After Story","Cotton-picker","
        Overall Rating:
        10
      ","Sep 5, 2021"
"662","Kyousou Giga (TV)","Pink_Noodle_Hair","
        Overall Rating:
        6
      ","Sep 5, 2021"
"663","Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron","NextUniverse","
        Overall Rating:
        6
      ","Sep 5, 2021"
"664","Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life","NextUniverse","
        Overall Rating:
        9
      ","Sep 5, 2021"
"665","Candy<U+2606>Boy: Side Story For Archive","NextUniverse","
        Overall Rating:
        6
      ","Sep 5, 2021"
"666","Kiznaiver","MrCattyWolf","
        Overall Rating:
        10
      ","Sep 5, 2021"
"667","Candy Boy Episode: EX01 - Mirai Yohouzu","NextUniverse","
        Overall Rating:
        6
      ","Sep 5, 2021"
"668","Ane<U+2606>Haramix","KiliianSleipnir","
        Overall Rating:
        3
      ","Sep 5, 2021"
"669","Jibaku Shounen Hanako-kun","MrCattyWolf","
        Overall Rating:
        10
      ","Sep 5, 2021"
"670","Evangelion: 3.0 You Can (Not) Redo","DrSmockter","
        Overall Rating:
        7
      ","Sep 5, 2021"
"671","Domestic na Kanojo","Lin_Wu","
        Overall Rating:
        4
      ","Sep 5, 2021"
"672","Arifureta Shokugyou de Sekai Saikyou","spideycjk221","
        Overall Rating:
        5
      ","Sep 5, 2021"
"673","Inazuma Eleven Go: Galaxy","WesleyNin","
        Overall Rating:
        3
      ","Sep 5, 2021"
"674","Kaizoku Oujo","TheConjurer","
        Overall Rating:
        8
      ","Sep 5, 2021"
"675","Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara","silversleek01","
        Overall Rating:
        5
      ","Sep 5, 2021"
"676","Lovely<U+2605>Complex","briluvsmegumilol","
        Overall Rating:
        10
      ","Sep 5, 2021"
"677","Btooom!","Xmo","
        Overall Rating:
        6
      ","Sep 5, 2021"
"678","Dr. Stone","Upset_Nimbus","
        Overall Rating:
        8
      ","Sep 5, 2021"
"679","Kimi no Na wa.","aframe","
        Overall Rating:
        9
      ","Sep 5, 2021"
"680","Kimetsu no Yaiba","JoexySun","
        Overall Rating:
        7
      ","Sep 5, 2021"
"681","Hunter x Hunter (2011)","RobinBanks27","
        Overall Rating:
        5
      ","Sep 5, 2021"
"682","Shiki","TokyoToo","
        Overall Rating:
        8
      ","Sep 5, 2021"
"683","Fumetsu no Anata e","EyeViewer","
        Overall Rating:
        9
      ","Sep 5, 2021"
"684","Tamako Market","makotoplz","
        Overall Rating:
        7
      ","Sep 5, 2021"
"685","Tantei wa Mou, Shindeiru.","Vandervekken","
        Overall Rating:
        3
      ","Sep 5, 2021"
"686","Re-Main","aromaanime","
        Overall Rating:
        3
      ","Sep 5, 2021"
"687","Boku no Hero Academia 2nd Season","MooFC","
        Overall Rating:
        6
      ","Sep 5, 2021"
"688","Boku no Hero Academia","MooFC","
        Overall Rating:
        7
      ","Sep 5, 2021"
"689","JoJo no Kimyou na Bouken (TV)","Alex_Jaro","
        Overall Rating:
        8
      ","Sep 5, 2021"
"690","Kaizoku Oujo","dikoyanki","
        Overall Rating:
        5
      ","Sep 5, 2021"
"691","Kiss Hug","Muffed","
        Overall Rating:
        7
      ","Sep 5, 2021"
"692","Kyoukai no Kanata","Nerd_2208","
        Overall Rating:
        7
      ","Sep 5, 2021"
"693","One Piece","Ciornache","
        Overall Rating:
        10
      ","Sep 5, 2021"
"694","Shingeki no Kyojin","buenalucha","
        Overall Rating:
        7
      ","Sep 5, 2021"
"695","Saiki Kusuo no <U+03A8>-nan","sancchan","
        Overall Rating:
        10
      ","Sep 5, 2021"
"696","Ojamajo Doremi Na-i-sho","Ahiru229","
        Overall Rating:
        8
      ","Sep 5, 2021"
"697","Digimon Adventure: Last Evolution Kizuna","Nyyai030","
        Overall Rating:
        9
      ","Sep 5, 2021"
"698","Mahou Shoujo Madoka<U+2605>Magica","Ahiru229","
        Overall Rating:
        3
      ","Sep 5, 2021"
"699","Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore","jzkmath","
        Overall Rating:
        3
      ","Sep 5, 2021"
"700","Asobi Asobase","Stealth012","
        Overall Rating:
        8
      ","Sep 5, 2021"
"701","Kakushigoto (TV)","MarukoSama","
        Overall Rating:
        10
      ","Sep 5, 2021"
"702","Fumetsu no Anata e","banimewatcher123","
        Overall Rating:
        9
      ","Sep 5, 2021"
"703","Kobayashi-san Chi no Maid Dragon","Saucinator","
        Overall Rating:
        9
      ","Sep 5, 2021"
"704","Tokyo Ghoul","faxmmm","
        Overall Rating:
        5
      ","Sep 5, 2021"
"705","Fruits Basket: The Final","Razer_Gen-321","
        Overall Rating:
        9
      ","Sep 5, 2021"
"706","Shoujo Shuumatsu Ryokou","faxmmm","
        Overall Rating:
        6
      ","Sep 5, 2021"
"707","Tenkuu Danzai Skelter+Heaven","FANT-V9","
        Overall Rating:
        1
      ","Sep 5, 2021"
"708","Kaifuku Jutsushi no Yarinaoshi","KnightofWessex","
        Overall Rating:
        4
      ","Sep 5, 2021"
"709","Violet Evergarden Movie","caswho","
        Overall Rating:
        10
      ","Sep 5, 2021"
"710","Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru","loussi","
        Overall Rating:
        6
      ","Sep 5, 2021"
"711","Hotarubi no Mori e","caswho","
        Overall Rating:
        10
      ","Sep 5, 2021"
"712","Tantei wa Mou, Shindeiru.","im_nobody_007","
        Overall Rating:
        5
      ","Sep 5, 2021"
"713","Tonikaku Kawaii: Kaisou","Beamish_","
        Overall Rating:
        7
      ","Sep 5, 2021"
"714","Great Pretender","MrCattyWolf","
        Overall Rating:
        10
      ","Sep 5, 2021"
"715","Elfen Lied","nitrogynous","
        Overall Rating:
        3
      ","Sep 5, 2021"
"716","Dr. Stone: Stone Wars","MrCattyWolf","
        Overall Rating:
        3
      ","Sep 5, 2021"
"717","Dr. Stone","MrCattyWolf","
        Overall Rating:
        3
      ","Sep 5, 2021"
"718","Hunter x Hunter (2011)","Mizzzzo","
        Overall Rating:
        9
      ","Sep 5, 2021"
"719","Genjitsu Shugi Yuusha no Oukoku Saikenki","Vu_Qu_Huy","
        Overall Rating:
        4
      ","Sep 5, 2021"
"720","The God of High School","TacticalTanuki","
        Overall Rating:
        7
      ","Sep 5, 2021"
"721","Tenkuu Shinpan","caswho","
        Overall Rating:
        7
      ","Sep 5, 2021"
"722","Violet Evergarden","caswho","
        Overall Rating:
        10
      ","Sep 5, 2021"
"723","Fumetsu no Anata e","HelenaHills","
        Overall Rating:
        7
      ","Sep 5, 2021"
"724","Redline","Resting_Bonfire","
        Overall Rating:
        6
      ","Sep 5, 2021"
"725","Fumetsu no Anata e","otakuops7","
        Overall Rating:
        6
      ","Sep 5, 2021"
"726","Shinigami Bocchan to Kuro Maid","i-like-this","
        Overall Rating:
        5
      ","Sep 5, 2021"
"727","Tanaka-kun wa Itsumo Kedaruge","Dionkeykong","
        Overall Rating:
        3
      ","Sep 5, 2021"
"728","Kuroko no Basket","Bav6","
        Overall Rating:
        8
      ","Sep 5, 2021"
"729","Toki wo Kakeru Shoujo","Alex_Jaro","
        Overall Rating:
        7
      ","Sep 5, 2021"
"730","Persona 5 the Animation","michaeldo2004","
        Overall Rating:
        10
      ","Sep 5, 2021"
"731","Urusei Yatsura","Gollonkus","
        Overall Rating:
        7
      ","Sep 5, 2021"
"732","Evangelion: 2.0 You Can (Not) Advance","DrSmockter","
        Overall Rating:
        8
      ","Sep 5, 2021"
"733","Sword Art Online: Alicization - War of Underworld","OrangeOtakuCause","
        Overall Rating:
        9
      ","Sep 5, 2021"
"734","Tantei wa Mou, Shindeiru.","valiantslakr","
        Overall Rating:
        6
      ","Sep 5, 2021"
"735","Jujutsu Kaisen (TV)","Mizzzzo","
        Overall Rating:
        9
      ","Sep 5, 2021"
"736","Tsuki ga Michibiku Isekai Douchuu","valiantslakr","
        Overall Rating:
        6
      ","Sep 5, 2021"
"737","One Punch Man","Mizzzzo","
        Overall Rating:
        9
      ","Sep 5, 2021"
"738","Psycho-Pass 3","hassan0297","
        Overall Rating:
        9
      ","Sep 5, 2021"
"739","Death Note","Aramanimewatcher","
        Overall Rating:
        8
      ","Sep 5, 2021"
"740","Kono Oto Tomare! 2nd Season","vault-dweller","
        Overall Rating:
        7
      ","Sep 5, 2021"
"741","Re-Main","Kaustubh15","
        Overall Rating:
        6
      ","Sep 5, 2021"
"742","D4DJ Petit Mix","laviimayas","
        Overall Rating:
        5
      ","Sep 5, 2021"
"743","86","Kirasenpaiamv","
        Overall Rating:
        10
      ","Sep 5, 2021"
"744","Bokutachi no Remake","MansharU","
        Overall Rating:
        7
      ","Sep 5, 2021"
"745","Fate/stay night Movie: Heaven's Feel - I. Presage Flower","Shikiorii","
        Overall Rating:
        9
      ","Sep 5, 2021"
"746","Kanojo mo Kanojo","Doominati","
        Overall Rating:
        8
      ","Sep 4, 2021"
"747","Aki-Sora","LdMk","
        Overall Rating:
        3
      ","Sep 4, 2021"
"748","Vivy: Fluorite Eye's Song","Pixeldrum","
        Overall Rating:
        6
      ","Sep 4, 2021"
"749","Re:Zero kara Hajimeru Isekai Seikatsu","4rgy4","
        Overall Rating:
        9
      ","Sep 4, 2021"
"750","Yuru Camp<U+25B3>","Remster20","
        Overall Rating:
        9
      ","Sep 4, 2021"
